v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors,x,y,Bit Substructure,Proportion in PICT,Proportion in TICT
MACCSFP150,0.005721657,0.002870144,MACCSFP,#00d3ff,16,11,"('*!@*@*!@*', 0)",0.536585366,0.59295499
MACCSFP162,0.005745844,0.001650798,MACCSFP,#00d3ff,17,11,"('a', 0)",0.997289973,0.988258317
MACCSFP144,0.003787823,0.001372514,MACCSFP,#00d3ff,18,11,"('*!:*:*!:*', 0)",0.655826558,0.618395303
PubChemFP556,0.004587091,0.000215636,PubChemFP,#8a00ff,19,11,C=C-C-C,1,0.998043053
PubChemFP678,0.004644392,0.001181633,PubChemFP,#8a00ff,20,11,C-C-C=C-C,1,0.996086106
PubChemFP179,0.003992547,0.000878734,PubChemFP,#8a00ff,21,11,>= 1 saturated or aromatic carbon-only ring size 6,0.986449864,0.978473581
PubChemFP664,0.004220505,-0.000124691,PubChemFP,#8a00ff,22,11,C-C=C-C=C,0.997289973,0.992172211
PubChemFP578,0.003433402,0.000463257,PubChemFP,#8a00ff,23,11,C-C:C-C:C,0.994579946,0.98630137
PharmacoErGFP405,0.002857502,0.000525795,PharmacoErGFP,#005dff,24,11,"('Hydrophobic', 'Aromatic', 7)",0.715447154,0.765166341
PharmacoErGFP407,0.001550208,2.62E-05,PharmacoErGFP,#005dff,25,11,"('Hydrophobic', 'Aromatic', 9)",0.45799458,0.559686888
PharmacoErGFP210,0.001550432,0.00053528,PharmacoErGFP,#005dff,26,11,"('Acceptor', 'Aromatic', 1)",0.33604336,0.440313112
PharmacoErGFP111,0.000219457,-5.53E-06,PharmacoErGFP,#005dff,27,11,"('Donor', 'Aromatic', 7)",0.059620596,0.068493151
PharmacoErGFP112,0.000197661,-0.000101781,PharmacoErGFP,#005dff,28,11,"('Donor', 'Aromatic', 8)",0.056910569,0.043052838
PharmacoErGFP33,0.00011422,-8.82E-05,PharmacoErGFP,#005dff,29,11,"('Donor', 'Acceptor', 13)",0.035230352,0.033268102
PharmacoErGFP294,1.72E-05,7.03E-06,PharmacoErGFP,#005dff,30,11,"('Positive', 'Aromatic', 1)",0.005420054,0.023483366
PharmacoErGFP35,4.46E-05,-2.07E-06,PharmacoErGFP,#005dff,31,11,"('Donor', 'Acceptor', 15)",0.013550136,0.023483366
PharmacoErGFP156,5.39E-06,1.54E-05,PharmacoErGFP,#005dff,32,11,"('Acceptor', 'Positive', 10)",0.002710027,0.017612524
PharmacoErGFP16,6.94E-06,0,PharmacoErGFP,#005dff,33,11,"('Donor', 'Donor', 17)",0.002710027,0.005870841
PharmacoErGFP236,1.73E-06,-1.54E-05,PharmacoErGFP,#005dff,34,11,"('Positive', 'Positive', 6)",0,0.007827789
PubChemFP124,0,0,PubChemFP,#8a00ff,35,11,>= 2 saturated or aromatic nitrogen-containing ring size 3,0,0
MACCSFP143,0.000584305,-1.08E-05,MACCSFP,#00d3ff,0,12,"('*@*!@[#8]', 0)",0.598915989,0.442270059
PubChemFP782,5.62E-06,0,PubChemFP,#8a00ff,1,12,OC1CCC(O)CC1,0.010840108,0.005870841
PubChemFP614,0.000346468,2.68E-05,PubChemFP,#8a00ff,2,12,C-C-O-C-C,0.333333333,0.215264188
PubChemFP346,0.000280369,-7.15E-05,PubChemFP,#8a00ff,3,12,C(~C)(~H)(~O),0.184281843,0.146771037
PubChemFP461,2.22E-05,-3.24E-05,PubChemFP,#8a00ff,4,12,O-C-C=N,0.024390244,0.011741683
PubChemFP659,0.00012941,-4.30E-05,PubChemFP,#8a00ff,5,12,O-C-C-N-C,0.054200542,0.050880626
MACCSFP110,0.000718356,0.000208053,MACCSFP,#00d3ff,6,12,"('[#7]~[#6]~[#8]', 0)",0.130081301,0.146771037
PubChemFP18,0.002406464,0.00077596,PubChemFP,#8a00ff,7,12,>= 1 O,0.796747967,0.657534247
MACCSFP140,0.000607963,-2.53E-05,MACCSFP,#00d3ff,8,12,"('[#8]', 3)",0.170731707,0.115459883
MACCSFP156,0.004263213,0.002280827,MACCSFP,#00d3ff,9,12,"('[#7]~*(~*)~*', 0)",0.864498645,0.939334638
PubChemFP351,0.003931075,0.000109643,PubChemFP,#8a00ff,10,12,C(~C)(~N),0.913279133,0.976516634
PharmacoErGFP123,0.004830611,0.003839033,PharmacoErGFP,#005dff,11,12,"('Donor', 'Aromatic', 19)",0.658536585,0.661448141
PharmacoErGFP126,0.002940087,0.000543045,PharmacoErGFP,#005dff,12,12,"('Acceptor', 'Acceptor', 1)",0.647696477,0.547945205
PubChemFP0,0.004640331,0.001056633,PubChemFP,#8a00ff,13,12,>= 4 H,1,1
PubChemFP344,0.005829291,0.002282785,PubChemFP,#8a00ff,14,12,C(~C)(~H),1,1
MACCSFP112,0.001453933,0.000532427,MACCSFP,#00d3ff,15,12,"('*~*(~*)(~*)~*', 0)",0.18699187,0.236790607
PubChemFP582,0.004668294,0.001006297,PubChemFP,#8a00ff,16,12,C-C-C-C-C,1,0.992172211
PubChemFP441,0.004457391,0.000737514,PubChemFP,#8a00ff,17,12,C(-C)(=C),1,1
MACCSFP163,0.005370773,0.001641357,MACCSFP,#00d3ff,18,12,"('*1~*~*~*~*~*~1', 0)",0.997289973,0.994129159
PubChemFP490,0.004435804,0.000820874,PubChemFP,#8a00ff,19,12,C-C-C=C,1,0.998043053
PubChemFP660,0.004701832,0.002106939,PubChemFP,#8a00ff,20,12,C-C=C-C-C,1,0.996086106
PubChemFP370,0.003891959,0.001114184,PubChemFP,#8a00ff,21,12,C(~H)(:C),0.994579946,0.988258317
PubChemFP603,0.003671748,0.00051075,PubChemFP,#8a00ff,22,12,C-C:C:C-C,0.994579946,0.98630137
PubChemFP618,0.00305879,-0.000708804,PubChemFP,#8a00ff,23,12,C:C-C-C:C,0.994579946,0.984344423
PharmacoErGFP406,0.002202927,-5.85E-05,PharmacoErGFP,#005dff,24,12,"('Hydrophobic', 'Aromatic', 8)",0.571815718,0.59295499
PharmacoErGFP408,0.001384565,0.000393703,PharmacoErGFP,#005dff,25,12,"('Hydrophobic', 'Aromatic', 10)",0.365853659,0.463796477
PharmacoErGFP211,0.0009428,0.000217745,PharmacoErGFP,#005dff,26,12,"('Acceptor', 'Aromatic', 2)",0.262872629,0.334637965
PharmacoErGFP212,0.000620092,-8.99E-05,PharmacoErGFP,#005dff,27,12,"('Acceptor', 'Aromatic', 3)",0.192411924,0.250489237
PharmacoErGFP113,6.42E-05,0.000125716,PharmacoErGFP,#005dff,28,12,"('Donor', 'Aromatic', 9)",0.01897019,0.025440313
PharmacoErGFP114,3.00E-05,4.26E-05,PharmacoErGFP,#005dff,29,12,"('Donor', 'Aromatic', 10)",0.013550136,0.017612524
PharmacoErGFP135,9.32E-05,0.000121216,PharmacoErGFP,#005dff,30,12,"('Acceptor', 'Acceptor', 10)",0.029810298,0.060665362
PharmacoErGFP136,6.21E-05,3.52E-05,PharmacoErGFP,#005dff,31,12,"('Acceptor', 'Acceptor', 11)",0.016260163,0.052837573
PharmacoErGFP36,2.50E-05,5.31E-05,PharmacoErGFP,#005dff,32,12,"('Donor', 'Acceptor', 16)",0.008130081,0.023483366
PharmacoErGFP56,2.88E-06,4.24E-06,PharmacoErGFP,#005dff,33,12,"('Donor', 'Positive', 15)",0,0.003913894
PharmacoErGFP237,1.82E-06,-1.77E-05,PharmacoErGFP,#005dff,34,12,"('Positive', 'Positive', 7)",0,0.007827789
PubChemFP123,0,0,PubChemFP,#8a00ff,35,12,>= 2 saturated or aromatic carbon-only ring size 3,0,0
PubChemFP542,0.000381975,0.000133722,PubChemFP,#8a00ff,0,13,O-C:C-[#1],0.474254743,0.313111546
PubChemFP541,0.000443852,-0.000104684,PubChemFP,#8a00ff,1,13,O-C:C-C,0.520325203,0.352250489
PubChemFP626,0.000437793,-0.000438548,PubChemFP,#8a00ff,2,13,C-O-C:C-C,0.35501355,0.242661448
PubChemFP366,0.000505253,0.000105304,PubChemFP,#8a00ff,3,13,C(~H)(~O),0.273712737,0.252446184
PubChemFP615,0.000133314,-4.72E-05,PubChemFP,#8a00ff,4,13,N-C-C-O-C,0.046070461,0.035225049
PubChemFP494,3.30E-05,8.46E-05,PubChemFP,#8a00ff,5,13,O=C-C:N,0.029810298,0.011741683
MACCSFP117,0.00070952,2.65E-05,MACCSFP,#00d3ff,6,13,"('[#7]~*~[#8]', 0)",0.132791328,0.154598826
MACCSFP164,0.002696418,0.000930502,MACCSFP,#00d3ff,7,13,"('[#8]', 0)",0.815718157,0.673189824
PubChemFP20,0.000433931,4.76E-07,PubChemFP,#8a00ff,8,13,>= 4 O,0.108401084,0.093933464
PubChemFP14,0.003747393,0.001597688,PubChemFP,#8a00ff,9,13,>= 1 N,0.731707317,0.88258317
MACCSFP106,0.000699488,0.000197828,MACCSFP,#00d3ff,10,13,"('[!#6;!#1]~*(~[!#6;!#1])~[!#6;!#1]', 0)",0.094850949,0.113502935
PharmacoErGFP125,0.00389439,0.002167669,PharmacoErGFP,#005dff,11,13,"('Donor', 'Aromatic', 21)",0.655826558,0.594911937
PharmacoErGFP124,0.005241833,0.002997089,PharmacoErGFP,#005dff,12,13,"('Donor', 'Aromatic', 20)",0.674796748,0.686888454
PubChemFP1,0.004949114,0.001692157,PubChemFP,#8a00ff,13,13,>= 8 H,0.986449864,0.996086106
PubChemFP283,0.005089648,0.000879473,PubChemFP,#8a00ff,14,13,C-H,1,1
MACCSFP160,0.004893695,0.001601458,MACCSFP,#00d3ff,15,13,"('[C;H3,H4]', 0)",0.715447154,0.786692759
PubChemFP374,0.003993685,0.000350616,PubChemFP,#8a00ff,16,13,C(~H)(~H)(~H),0.715447154,0.786692759
PubChemFP416,0.004479056,0.000815818,PubChemFP,#8a00ff,17,13,C=C,1,1
PubChemFP178,0.004549272,0.00129844,PubChemFP,#8a00ff,18,13,>= 1 any ring size 6,0.997289973,0.994129159
PubChemFP524,0.004440388,0.001052868,PubChemFP,#8a00ff,19,13,C-C=C-C,1,1
PubChemFP295,0,0,PubChemFP,#8a00ff,20,13,C-As,0,0
PubChemFP516,0.003654235,0.000349814,PubChemFP,#8a00ff,21,13,[#1]-C=C-[#1],0.978319783,0.960861057
PubChemFP371,0.003767509,0.000701788,PubChemFP,#8a00ff,22,13,C(~H)(:C)(:C),0.994579946,0.98630137
PharmacoErGFP404,0.003990157,0.002564137,PharmacoErGFP,#005dff,23,13,"('Hydrophobic', 'Aromatic', 6)",0.791327913,0.81409002
PubChemFP259,0.002740501,0.001318516,PubChemFP,#8a00ff,24,13,>= 3 aromatic rings,0.588075881,0.657534247
PharmacoErGFP409,0.001035291,3.67E-05,PharmacoErGFP,#005dff,25,13,"('Hydrophobic', 'Aromatic', 11)",0.287262873,0.395303327
PharmacoErGFP410,0.000854932,0.000164818,PharmacoErGFP,#005dff,26,13,"('Hydrophobic', 'Aromatic', 12)",0.211382114,0.30332681
PharmacoErGFP213,0.0003579,-0.000240539,PharmacoErGFP,#005dff,27,13,"('Acceptor', 'Aromatic', 4)",0.097560976,0.156555773
PharmacoErGFP214,0.000224398,9.02E-06,PharmacoErGFP,#005dff,28,13,"('Acceptor', 'Aromatic', 5)",0.051490515,0.119373777
PharmacoErGFP115,1.70E-05,2.48E-05,PharmacoErGFP,#005dff,29,13,"('Donor', 'Aromatic', 11)",0,0.01369863
PharmacoErGFP295,2.70E-05,1.19E-05,PharmacoErGFP,#005dff,30,13,"('Positive', 'Aromatic', 2)",0.002710027,0.017612524
PharmacoErGFP296,2.11E-05,-9.03E-06,PharmacoErGFP,#005dff,31,13,"('Positive', 'Aromatic', 3)",0.002710027,0.015655577
PharmacoErGFP137,2.61E-05,4.91E-05,PharmacoErGFP,#005dff,32,13,"('Acceptor', 'Acceptor', 12)",0.005420054,0.02739726
PharmacoErGFP157,0,1.87E-05,PharmacoErGFP,#005dff,33,13,"('Acceptor', 'Positive', 11)",0,0.005870841
PharmacoErGFP57,0,0,PharmacoErGFP,#005dff,34,13,"('Donor', 'Positive', 16)",0,0
PubChemFP125,0,0,PubChemFP,#8a00ff,35,13,>= 2 saturated or aromatic heteroatom-containing ring size 3,0,0
MACCSFP127,0.000491684,0.000219594,MACCSFP,#00d3ff,0,14,"('*@*!@[#8]', 1)",0.598915989,0.442270059
PubChemFP651,0.000443998,-3.38E-05,PubChemFP,#8a00ff,1,14,O-C:C:C-C,0.520325203,0.352250489
PubChemFP604,0.000423506,-1.71E-05,PubChemFP,#8a00ff,2,14,C-O-C-C:C,0.37398374,0.266144814
PubChemFP605,1.79E-05,2.57E-05,PubChemFP,#8a00ff,3,14,O=C-C-O-C,0.002710027,0.005870841
PubChemFP537,5.27E-05,-1.51E-05,PubChemFP,#8a00ff,4,14,O=C-C-O,0.021680217,0.01369863
PubChemFP536,0.000121531,0.000119503,PubChemFP,#8a00ff,5,14,O=C-C-N,0.046070461,0.048923679
PubChemFP645,0.000446115,3.24E-05,PubChemFP,#8a00ff,6,14,O=C-N-C-C,0.116531165,0.121330724
PubChemFP646,0.000260969,-0.00018458,PubChemFP,#8a00ff,7,14,O=C-N-C-[#1],0.070460705,0.091976517
MACCSFP159,0.002168829,0.001226366,MACCSFP,#00d3ff,8,14,"('[#8]', 1)",0.555555556,0.444227006
PubChemFP46,-3.19E-06,0,PubChemFP,#8a00ff,9,14,>= 1 I,0,0.001956947
PubChemFP256,0.000512768,-9.50E-05,PubChemFP,#8a00ff,10,14,>= 1 hetero-aromatic ring,0.111111111,0.125244618
MACCSFP132,0.000582868,0.000183833,MACCSFP,#00d3ff,11,14,"('[#8]~*~[CH2]~*', 0)",0.086720867,0.101761252
MACCSFP111,0.001232314,0.001144597,MACCSFP,#00d3ff,12,14,"('[#7]~*~[CH2]~*', 0)",0.189701897,0.217221135
MACCSFP155,0.001640079,0.000195327,MACCSFP,#00d3ff,13,14,"('*!@[CH2]!@*', 0)",0.319783198,0.334637965
MACCSFP114,0.001316051,0.000578725,MACCSFP,#00d3ff,14,14,"('[CH3]~[CH2]~*', 0)",0.265582656,0.240704501
MACCSFP93,0.00286348,0.000929106,MACCSFP,#00d3ff,15,14,"('[!#6;!#1]~[CH3]', 0)",0.357723577,0.499021526
MACCSFP149,0.004083146,0.002420051,MACCSFP,#00d3ff,16,14,"('[C;H3,H4]', 1)",0.468834688,0.637964775
PubChemFP66,6.06E-05,0,PubChemFP,#8a00ff,17,14,>= 1 Se,0.008130081,0.001956947
PubChemFP296,1.28E-05,0,PubChemFP,#8a00ff,18,14,C-Se,0.002710027,0.001956947
PubChemFP446,0.003895857,0.000655484,PubChemFP,#8a00ff,19,14,C(-H)(=C),0.997289973,1
PubChemFP599,0.003726996,0.000450253,PubChemFP,#8a00ff,20,14,[#1]-C-C=C-[#1],0.986449864,0.982387476
PubChemFP434,0.003806676,0.00037084,PubChemFP,#8a00ff,21,14,C(-C)(-H)(=C),0.997289973,0.998043053
PubChemFP185,0.003201585,0.00148908,PubChemFP,#8a00ff,22,14,>= 2 any ring size 6,0.953929539,0.927592955
PubChemFP186,0.002845314,0.000586969,PubChemFP,#8a00ff,23,14,>= 2 saturated or aromatic carbon-only ring size 6,0.769647696,0.784735812
PubChemFP261,0.001168713,-0.000339058,PubChemFP,#8a00ff,24,14,>= 4 aromatic rings,0.365853659,0.422700587
PubChemFP135,0,0,PubChemFP,#8a00ff,25,14,>= 1 unsaturated non-aromatic heteroatom-containing ring size 4,0,0
PharmacoErGFP411,0.000623271,0.000419267,PharmacoErGFP,#005dff,26,14,"('Hydrophobic', 'Aromatic', 13)",0.116531165,0.227005871
PharmacoErGFP412,0.000342807,0.000117849,PharmacoErGFP,#005dff,27,14,"('Hydrophobic', 'Aromatic', 14)",0.100271003,0.181996086
PharmacoErGFP215,8.89E-05,0.000151584,PharmacoErGFP,#005dff,28,14,"('Acceptor', 'Aromatic', 6)",0.024390244,0.091976517
PharmacoErGFP116,1.00E-05,2.25E-05,PharmacoErGFP,#005dff,29,14,"('Donor', 'Aromatic', 12)",0,0.007827789
PharmacoErGFP297,2.26E-05,-3.25E-06,PharmacoErGFP,#005dff,30,14,"('Positive', 'Aromatic', 4)",0.002710027,0.011741683
PharmacoErGFP37,9.10E-06,6.74E-05,PharmacoErGFP,#005dff,31,14,"('Donor', 'Acceptor', 17)",0,0.015655577
PharmacoErGFP138,1.83E-05,4.23E-05,PharmacoErGFP,#005dff,32,14,"('Acceptor', 'Acceptor', 13)",0.010840108,0.023483366
PharmacoErGFP17,1.88E-06,0,PharmacoErGFP,#005dff,33,14,"('Donor', 'Donor', 18)",0,0.003913894
PharmacoErGFP58,0,0,PharmacoErGFP,#005dff,34,14,"('Donor', 'Positive', 17)",0,0
PharmacoErGFP238,5.24E-07,1.99E-05,PharmacoErGFP,#005dff,35,14,"('Positive', 'Positive', 8)",0,0.005870841
PubChemFP381,0.000462216,8.95E-05,PubChemFP,#8a00ff,0,15,C(~O)(:C),0.528455285,0.360078278
PubChemFP777,0.000199085,8.80E-05,PubChemFP,#8a00ff,1,15,CC1CCC(O)CC1,0.287262873,0.150684932
PubChemFP476,0.000350532,-8.02E-05,PubChemFP,#8a00ff,2,15,C-O-C=C,0.371273713,0.254403131
PubChemFP405,0.000599074,0.000100921,PubChemFP,#8a00ff,3,15,O(~C)(~C),0.414634146,0.318982387
PubChemFP462,5.90E-05,-4.33E-05,PubChemFP,#8a00ff,4,15,O-C-C=O,0.021680217,0.01369863
PubChemFP602,6.69E-05,5.87E-05,PubChemFP,#8a00ff,5,15,O=C-C-N-C,0.032520325,0.023483366
MACCSFP92,0.000599055,-0.000112987,MACCSFP,#00d3ff,6,15,"('[#8]~[#6](~[#7])~[#6]', 0)",0.12195122,0.14481409
PubChemFP650,0.000252253,0.000317686,PubChemFP,#8a00ff,7,15,O=C-N-C=O,0.070460705,0.060665362
MACCSFP146,0.000993879,-4.01E-05,MACCSFP,#00d3ff,8,15,"('[#8]', 2)",0.303523035,0.207436399
MACCSFP27,6.51E-06,0,MACCSFP,#00d3ff,9,15,"('[I]', 0)",0,0.001956947
PubChemFP298,2.27E-06,0,PubChemFP,#8a00ff,10,15,C-I,0,0.001956947
MACCSFP100,0.001516361,0.000266204,MACCSFP,#00d3ff,11,15,"('*~[CH2]~[#7]', 0)",0.341463415,0.334637965
MACCSFP153,0.001629146,-0.000443251,MACCSFP,#00d3ff,12,15,"('[!#6;!#1]~[CH2]~*', 0)",0.37398374,0.37964775
PubChemFP9,0.00470138,0.001749629,PubChemFP,#8a00ff,13,15,>= 2 C,0.837398374,0.931506849
MACCSFP116,0.001056427,-0.00020277,MACCSFP,#00d3ff,14,15,"('[$([CH3]~*~*~[CH2]~*),$([CH3]~*1~*~[CH2]1)]', 0)",0.222222222,0.187866928
MACCSFP115,0.000741044,-9.04E-05,MACCSFP,#00d3ff,15,15,"('[CH3]~*~[CH2]~*', 0)",0.127371274,0.119373777
MACCSFP141,0.0022462,0.001325185,MACCSFP,#00d3ff,16,15,"('[CH3]', 2)",0.184281843,0.360078278
MACCSFP34,-3.84E-06,-3.63E-05,MACCSFP,#00d3ff,17,15,"('[CH2]=*', 0)",0,0.007827789
MACCSFP3,6.09E-05,0,MACCSFP,#00d3ff,18,15,"('[#32,#33,#34,#50,#51,#52,#82,#83,#84]', 0)",0.008130081,0.003913894
PubChemFP191,1.07E-06,0,PubChemFP,#8a00ff,19,15,>= 2 unsaturated non-aromatic heteroatom-containing ring size 6,0,0.001956947
PubChemFP65,0,0,PubChemFP,#8a00ff,20,15,>= 1 As,0,0
MACCSFP145,0.003977863,0.001493698,MACCSFP,#00d3ff,21,15,"('*1~*~*~*~*~*~1', 1)",0.953929539,0.927592955
PubChemFP192,0.002862419,0.000799171,PubChemFP,#8a00ff,22,15,>= 3 any ring size 6,0.701897019,0.68297456
PubChemFP199,0.001652993,0.000410546,PubChemFP,#8a00ff,23,15,>= 4 any ring size 6,0.417344173,0.479452055
PubChemFP193,0.001941258,0.000952485,PubChemFP,#8a00ff,24,15,>= 3 saturated or aromatic carbon-only ring size 6,0.363143631,0.485322896
MACCSFP11,2.20E-05,4.00E-05,MACCSFP,#00d3ff,25,15,"('*1~*~*~*~1', 0)",0,0.009784736
MACCSFP8,9.99E-06,4.78E-05,MACCSFP,#00d3ff,26,15,"('[!#6;!#1]1~*~*~*~1', 0)",0,0.007827789
PharmacoErGFP413,0.000250336,0.000308091,PharmacoErGFP,#005dff,27,15,"('Hydrophobic', 'Aromatic', 15)",0.054200542,0.127201566
PharmacoErGFP216,5.74E-05,0.000110203,PharmacoErGFP,#005dff,28,15,"('Acceptor', 'Aromatic', 7)",0.01897019,0.062622309
PharmacoErGFP217,4.01E-05,4.30E-05,PharmacoErGFP,#005dff,29,15,"('Acceptor', 'Aromatic', 8)",0.013550136,0.050880626
PubChemFP21,-5.00E-06,0,PubChemFP,#8a00ff,30,15,>= 8 O,0.002710027,0.001956947
PubChemFP22,0,0,PubChemFP,#8a00ff,31,15,>= 16 O,0,0
PharmacoErGFP38,3.56E-06,4.10E-05,PharmacoErGFP,#005dff,32,15,"('Donor', 'Acceptor', 18)",0,0.007827789
PharmacoErGFP18,0,0,PharmacoErGFP,#005dff,33,15,"('Donor', 'Donor', 19)",0,0
PubChemFP17,-1.61E-07,0,PubChemFP,#8a00ff,34,15,>= 8 N,0,0.001956947
PharmacoErGFP239,-1.72E-07,0,PharmacoErGFP,#005dff,35,15,"('Positive', 'Positive', 9)",0,0.001956947
PubChemFP606,0.000401198,0.000131568,PubChemFP,#8a00ff,0,16,O-C:C-C-C,0.520325203,0.352250489
PubChemFP719,7.18E-06,0,PubChemFP,#8a00ff,1,16,Oc1ccc(O)cc1,0.010840108,0.005870841
PubChemFP589,0.000358675,-0.000112282,PubChemFP,#8a00ff,2,16,C-C:C-O-C,0.35501355,0.242661448
PubChemFP632,0.000264897,-0.000148366,PubChemFP,#8a00ff,3,16,C-C-O-C:C,0.287262873,0.154598826
MACCSFP57,0.000491111,-0.000107487,MACCSFP,#00d3ff,4,16,"('[#8R]', 0)",0.330623306,0.199608611
PubChemFP409,0.000254897,-0.000320103,PubChemFP,#8a00ff,5,16,O(:C)(:C),0.219512195,0.1037182
PubChemFP451,0.000481327,0.000147522,PubChemFP,#8a00ff,6,16,C(-N)(=O),0.12195122,0.136986301
PubChemFP439,0.000466314,-3.51E-05,PubChemFP,#8a00ff,7,16,C(-C)(-N)(=O),0.113821138,0.135029354
MACCSFP136,0.000671818,2.43E-05,MACCSFP,#00d3ff,8,16,"('[#8]=*', 1)",0.208672087,0.140900196
PubChemFP47,0,0,PubChemFP,#8a00ff,9,16,>= 2 I,0,0
PubChemFP363,9.75E-05,6.20E-05,PubChemFP,#8a00ff,10,16,C(~F)(~F),0.008130081,0.017612524
PubChemFP24,0.000342765,2.83E-05,PubChemFP,#8a00ff,11,16,>= 2 F,0.06504065,0.097847358
MACCSFP86,0.002326177,0.001853801,MACCSFP,#00d3ff,12,16,"('[C;H2,H3][!#6;!#1][C;H2,H3]', 0)",0.33604336,0.479452055
MACCSFP138,0.001115794,0.000839344,MACCSFP,#00d3ff,13,16,"('[!#6;!#1]~[CH2]~*', 1)",0.219512195,0.270058708
MACCSFP108,0.000526819,5.06E-05,MACCSFP,#00d3ff,14,16,"('[CH3]~*~*~*~[CH2]~*', 0)",0.06504065,0.088062622
PubChemFP2,0.004044012,0.001893443,PubChemFP,#8a00ff,15,16,>= 16 H,0.64498645,0.819960861
PubChemFP80,0,0,PubChemFP,#8a00ff,16,16,>= 1 Sn,0,0
PubChemFP184,0.000142258,9.53E-06,PubChemFP,#8a00ff,17,16,>= 1 unsaturated non-aromatic heteroatom-containing ring size 6,0.035230352,0.017612524
PubChemFP190,3.46E-06,0,PubChemFP,#8a00ff,18,16,>= 2 unsaturated non-aromatic nitrogen-containing ring size 6,0,0.001956947
MACCSFP99,0.001958761,0.000515559,MACCSFP,#00d3ff,19,16,"('[#6]=[#6]', 0)",0.471544715,0.540117417
MACCSFP50,0.001137466,0.000455354,MACCSFP,#00d3ff,20,16,"('[#6]=[#6](~[#6])~[#6]', 0)",0.292682927,0.252446184
PubChemFP188,0.00028047,0.000123432,PubChemFP,#8a00ff,21,16,>= 2 saturated or aromatic heteroatom-containing ring size 6,0.073170732,0.080234834
PubChemFP206,0.000935204,0.000311733,PubChemFP,#8a00ff,22,16,>= 5 any ring size 6,0.165311653,0.279843444
PubChemFP200,0.00095241,0.000529656,PubChemFP,#8a00ff,23,16,>= 4 saturated or aromatic carbon-only ring size 6,0.16802168,0.305283757
PubChemFP133,7.31E-07,0,PubChemFP,#8a00ff,24,16,>= 1 unsaturated non-aromatic carbon-only ring size 4,0,0.001956947
PubChemFP129,-1.18E-06,-3.10E-05,PubChemFP,#8a00ff,25,16,>= 1 any ring size 4,0,0.009784736
PubChemFP132,1.36E-05,6.62E-05,PubChemFP,#8a00ff,26,16,>= 1 saturated or aromatic heteroatom-containing ring size 4,0,0.007827789
PharmacoErGFP414,0.000150046,-4.11E-05,PharmacoErGFP,#005dff,27,16,"('Hydrophobic', 'Aromatic', 16)",0.040650407,0.097847358
PharmacoErGFP415,8.15E-05,7.05E-05,PharmacoErGFP,#005dff,28,16,"('Hydrophobic', 'Aromatic', 17)",0.029810298,0.052837573
PharmacoErGFP117,7.32E-06,-1.46E-06,PharmacoErGFP,#005dff,29,16,"('Donor', 'Aromatic', 13)",0,0.005870841
PharmacoErGFP298,5.59E-06,-5.12E-06,PharmacoErGFP,#005dff,30,16,"('Positive', 'Aromatic', 5)",0,0.005870841
PharmacoErGFP139,8.84E-06,1.03E-05,PharmacoErGFP,#005dff,31,16,"('Acceptor', 'Acceptor', 14)",0.005420054,0.015655577
PharmacoErGFP39,4.53E-06,5.74E-06,PharmacoErGFP,#005dff,32,16,"('Donor', 'Acceptor', 19)",0,0.003913894
PharmacoErGFP158,0,1.62E-05,PharmacoErGFP,#005dff,33,16,"('Acceptor', 'Positive', 12)",0,0.005870841
PharmacoErGFP19,0,0,PharmacoErGFP,#005dff,34,16,"('Donor', 'Donor', 20)",0,0
PharmacoErGFP59,0,0,PharmacoErGFP,#005dff,35,16,"('Donor', 'Positive', 18)",0,0
PubChemFP498,0.000432427,0.000111935,PubChemFP,#8a00ff,0,17,O-C=C-C,0.536585366,0.381604697
PubChemFP721,4.72E-05,-7.48E-05,PubChemFP,#8a00ff,1,17,Oc1ccc(N)cc1,0.048780488,0.029354207
PubChemFP565,0.000371121,0.000170167,PubChemFP,#8a00ff,2,17,C:C-O-C,0.35501355,0.242661448
PubChemFP666,0.000470925,-1.91E-05,PubChemFP,#8a00ff,3,17,C=C-C-O-C,0.395663957,0.287671233
PubChemFP436,0.000114279,-2.59E-05,PubChemFP,#8a00ff,4,17,C(-C)(-H)(=O),0.108401084,0.043052838
PubChemFP432,0.000599611,0.000115992,PubChemFP,#8a00ff,5,17,C(-C)(-C)(=O),0.35501355,0.203522505
PubChemFP420,0.001453494,0.000496269,PubChemFP,#8a00ff,6,17,C=O,0.617886179,0.436399217
MACCSFP154,0.00160248,-4.96E-05,MACCSFP,#00d3ff,7,17,"('[#6]=[#8]', 0)",0.582655827,0.42074364
MACCSFP97,0.001242958,9.91E-05,MACCSFP,#00d3ff,8,17,"('[#7]~*~*~*~[#8]', 0)",0.346883469,0.324853229
PubChemFP350,-2.67E-06,0,PubChemFP,#8a00ff,9,17,C(~C)(~I),0,0.001956947
MACCSFP42,0.000439725,9.86E-05,MACCSFP,#00d3ff,10,17,"('F', 0)",0.070460705,0.101761252
MACCSFP134,0.000456603,0.000262241,MACCSFP,#00d3ff,11,17,"('[F,Cl,Br,I]', 0)",0.097560976,0.133072407
PubChemFP428,3.43E-05,0,PubChemFP,#8a00ff,12,17,C(#C)(-H),0.002710027,0.003913894
